3, 63154, 
4, 3003, 
2, 1076, 
2, 1090, 
3, 7114, 
0, 30980, 
3, 1081, 
4, 15065, 
2, 6960, 
0, 7065, 
3, 6810, 
4, 2959, 
2, 1088, 
0, 7054, 
3, 7050, 
2, 2987, 
4, 3018, 
3, 1070, 
0, 7208, 
3, 1099, 
0, 1073, 
3, 1112, 
0, 1074, 
4, 30966, 
3, 1079, 
2, 31008, 
4, 1079, 
2, 1222, 
0, 7094, 
3, 15170, 
2, 2986, 
0, 1074, 
4, 15126, 
2, 1119, 
0, 7016, 
4, 1092, 
2, 1143, 
0, 1072, 
1, 1023193, 
4, 1080, 
2, 2692, 
0, 7018, 
1, 1079, 
4, 1076, 
2, 1072, 
0, 6984, 
1, 6915, 
3, 62952, 
4, 2942, 
0, 6974, 
3, 1080, 
4, 15002, 
1, 15063, 
3, 1094, 
0, 3034, 
4, 1097, 
1, 1167, 
3, 2794, 
1, 1072, 
0, 15041, 
3, 1086, 
1, 1078, 
4, 14986, 
0, 6967, 
3, 1143, 
1, 1102, 
4, 1079, 
0, 15036, 
3, 15273, 
1, 1076, 
1, 1070, 
0, 1070, 
1, 3013, 
3, 1073, 
1, 1073, 
3, 1085, 
0, 7044, 
4, 30963, 
1, 1088, 
0, 3015, 
3, 15071, 
1, 1072, 
4, 6991, 
3, 1079, 
0, 1129, 
0, 1073, 
1, 7058, 
4, 14993, 
0, 1071, 
3, 7155, 
3, 1068, 
4, 1065, 
1, 7184, 
0, 1087, 
3, 1123, 
1, 6964, 
3, 1086, 
0, 1172, 
0, 1078, 
1, 14625, 
3, 1145, 
4, 30966, 
0, 1074, 
3, 1105, 
1, 1071, 
3, 1087, 
0, 1146, 
4, 2960, 
1, 1066, 
3, 1067, 
0, 7113, 
3, 1089, 
1, 7044, 
4, 15194, 
3, 2982, 
0, 14930, 
1, 6985, 
4, 7223, 
3, 1085, 
0, 7079, 
4, 1083, 
1, 1076, 
4, 1067, 
3, 15049, 
0, 15203, 
1, 2997, 
4, 3041, 
0, 2989, 
3, 7013, 
1, 3017, 
0, 1075, 
1, 2988, 
3, 1080, 
0, 1118, 
3, 1071, 
1, 1086, 
3, 1070, 
0, 1072, 
1, 1087, 
0, 1070, 
3, 1066, 
1, 1065, 
0, 7057, 
3, 1063, 
1, 3074, 
3, 1078, 
0, 7061, 
1, 1064, 
0, 1063, 
3, 1076, 
1, 7046, 
1, 1076, 
3, 1098, 
0, 15060, 
3, 1076, 
1, 7039, 
4, 126915, 
3, 7040, 
0, 1141, 
4, 1085, 
1, 6987, 
3, 1084, 
3, 1082, 
0, 14908, 
4, 14991, 
1, 7140, 
4, 1064, 
2, 511002, 
0, 15228, 
1, 6993, 
4, 1118, 
0, 6995, 
3, 30902, 
4, 6999, 
1, 2988, 
0, 7240, 
3, 15422, 
2, 31084, 
4, 15249, 
2, 1078, 
1, 14988, 
4, 1065, 
2, 1068, 
1, 1084, 
4, 1124, 
2, 1072, 
0, 31036, 
1, 7049, 
4, 1067, 
2, 1079, 
1, 1071, 
4, 1065, 
2, 6982, 
4, 1074, 
1, 3297, 
2, 7058, 
4, 1087, 
1, 7004, 
2, 1080, 
4, 1113, 
1, 1065, 
2, 1090, 
1, 3021, 
4, 1066, 
1, 1089, 
3, 127329, 
1, 1079, 
4, 3006, 
2, 14978, 
3, 2974, 
1, 1074, 
4, 2994, 
2, 1076, 
1, 2981, 
3, 7107, 
4, 7074, 
2, 7060, 
3, 3016, 
1, 1079, 
4, 1084, 
2, 1147, 
1, 6970, 
4, 1066, 
3, 15083, 
4, 6912, 
1, 1075, 
2, 15066, 
1, 2990, 
4, 1078, 
2, 1073, 
3, 14991, 
1, 1074, 
3, 1064, 
4, 14834, 
1, 1083, 
4, 1085, 
1, 1124, 
3, 7036, 
1, 1066, 
4, 7017, 
3, 1068, 
4, 1098, 
1, 1157, 
3, 2936, 
0, 255062, 
1, 1068, 
4, 7174, 
3, 7057, 
1, 1118, 
1, 1076, 
4, 15102, 
3, 2974, 
1, 1066, 
4, 1071, 
1, 1104, 
3, 1065, 
1, 1075, 
4, 2992, 
2, 127130, 
0, 63067, 
3, 15144, 
2, 1087, 
4, 7122, 
2, 1223, 
1, 31949, 
3, 15072, 
2, 7038, 
0, 31138, 
3, 7003, 
1, 15306, 
0, 1071, 
3, 1089, 
1, 1074, 
0, 1073, 
3, 1082, 
1, 1128, 
0, 7074, 
3, 1078, 
1, 7125, 
3, 1082, 
0, 1120, 
1, 3016, 
3, 1070, 
0, 1072, 
1, 2876, 
3, 1073, 
0, 1085, 
3, 1133, 
1, 1082, 
3, 1115, 
3, 1065, 
0, 15051, 
1, 7045, 
3, 1149, 
3, 1085, 
0, 7059, 
1, 1076, 
3, 1074, 
0, 7080, 
3, 1074, 
1, 1084, 
3, 1067, 
0, 15177, 
3, 1074, 
1, 7053, 
0, 14991, 
3, 1079, 
1, 6984, 
3, 1091, 
0, 2876, 
3, 1070, 
1, 15063, 
0, 1077, 
3, 1110, 
1, 6869, 
4, 254945, 
1, 1073, 
3, 6997, 
2, 255027, 
1, 1072, 
3, 1096, 
4, 15201, 
2, 1080, 
3, 15083, 
1, 15245, 
1, 1077, 
4, 15295, 
3, 7152, 
1, 1083, 
1, 1274, 
4, 15390, 
3, 1076, 
1, 1074, 
4, 3005, 
1, 1076, 
3, 1073, 
4, 1074, 
1, 1084, 
3, 2975, 
1, 1074, 
4, 1072, 
3, 1072, 
1, 1075, 
4, 2945, 
3, 1072, 
1, 1074, 
4, 1070, 
3, 1070, 
1, 1080, 
4, 1087, 
1, 1075, 
3, 1075, 
4, 3019, 
1, 1076, 
3, 1076, 
1, 1095, 
4, 1163, 
3, 1071, 
1, 1096, 
4, 1065, 
4, 1076, 
1, 1121, 
3, 7065, 
1, 1105, 
4, 2732, 
3, 3035, 
1, 1066, 
3, 1072, 
0, 254959, 
1, 3005, 
4, 15138, 
1, 1095, 
0, 3050, 
3, 14938, 
1, 1074, 
0, 7052, 
3, 1064, 
0, 1073, 
1, 7126, 
4, 31281, 
3, 1075, 
0, 14946, 
1, 2931, 
4, 1082, 
3, 3061, 
0, 6983, 
1, 1083, 
0, 1074, 
4, 14949, 
1, 1071, 
3, 1078, 
0, 1066, 
1, 6982, 
3, 1065, 
0, 1070, 
3, 1072, 
1, 15106, 
4, 31012, 
3, 2980, 
1, 1068, 
4, 3041, 
3, 7019, 
1, 1076, 
4, 1065, 
0, 30973, 
3, 1120, 
3, 1072, 
1, 15277, 
3, 1074, 
0, 7075, 
1, 6991, 
3, 1070, 
0, 7039, 
1, 1087, 
3, 1125, 
4, 63062, 
3, 1075, 
0, 15056, 
4, 2868, 
1, 7000, 
3, 1076, 
0, 1066, 
3, 1077, 
1, 1117, 
0, 3013, 
1, 3015, 
3, 1074, 
0, 1073, 
3, 1067, 
1, 7049, 
0, 3034, 
3, 1079, 
4, 63000, 
3, 1078, 
1, 15090, 
0, 1071, 
1, 7046, 
4, 7114, 
3, 7058, 
0, 7104, 
1, 1081, 
4, 7148, 
3, 1075, 
1, 1076, 
0, 15000, 
3, 1072, 
1, 1115, 
4, 15051, 
1, 1070, 
3, 3035, 
0, 15261, 
3, 1078, 
1, 2816, 
3, 1063, 
4, 15086, 
1, 1074, 
3, 1073, 
4, 1087, 
1, 1153, 
3, 1073, 
1, 1082, 
4, 7080, 
1, 1071, 
3, 1105, 
4, 1080, 
1, 1070, 
4, 1065, 
1, 1071, 
3, 31064, 
1, 1075, 
4, 15215, 
3, 7012, 
1, 1072, 
4, 1086, 
1, 1068, 
3, 14977, 
1, 1069, 
4, 14923, 
1, 1077, 
3, 14928, 
1, 1076, 
4, 14992, 
1, 1076, 
3, 1070, 
4, 1083, 
1, 1129, 
3, 2990, 
4, 1070, 
1, 1107, 
3, 1073, 
1, 1071, 
4, 3063, 
1, 1108, 
3, 1065, 
4, 6890, 
3, 1079, 
1, 1132, 
4, 1077, 
1, 1065, 
3, 7052, 
1, 1075, 
0, 255002, 
4, 3015, 
1, 1070, 
3, 7002, 
0, 2981, 
3, 1079, 
4, 7001, 
1, 7115, 
0, 1081, 
3, 1130, 
1, 6999, 
3, 1077, 
4, 6971, 
1, 1063, 
3, 1071, 
1, 1070, 
1, 1075, 
3, 1072, 
4, 14823, 
1, 1082, 
1, 1071, 
3, 14857, 
1, 1075, 
3, 1075, 
0, 62975, 
1, 1067, 
3, 1070, 
0, 1101, 
1, 1071, 
3, 1088, 
0, 1118, 
1, 1068, 
3, 1073, 
0, 3057, 
3, 1135, 
1, 7057, 
2, 1023258, 
0, 1087, 
2, 1072, 
3, 15003, 
1, 15057, 
0, 1068, 
1, 1078, 
3, 1110, 
3, 1066, 
0, 1080, 
2, 14992, 
0, 1085, 
3, 6908, 
1, 6943, 
4, 127013, 
2, 2981, 
3, 6920, 
0, 14982, 
4, 3017, 
1, 7200, 
2, 2911, 
0, 6891, 
3, 3136, 
1, 7057, 
4, 7052, 
2, 1118, 
1, 2993, 
3, 7099, 
0, 6879, 
1, 7048, 
4, 15080, 
3, 2995, 
1, 1069, 
4, 1064, 
2, 31042, 
3, 7048, 
1, 7003, 
0, 31039, 
2, 1082, 
4, 7142, 
1, 2991, 
0, 6931, 
3, 1071, 
1, 6875, 
0, 1067, 
2, 6988, 
3, 1074, 
2, 2982, 
0, 1083, 
3, 7000, 
0, 1066, 
2, 7004, 
0, 1078, 
3, 15024, 
2, 7085, 
0, 1149, 
3, 1079, 
2, 2996, 
0, 1073, 
3, 2964, 
0, 1073, 
2, 1077, 
3, 6966, 
0, 1074, 
3, 1070, 
0, 1064, 
2, 6981, 
0, 1074, 
3, 7091, 
2, 1066, 
0, 1066, 
3, 6990, 
2, 6924, 
0, 1070, 
3, 1064, 
0, 1081, 
2, 1133, 
3, 2985, 
2, 1069, 
0, 1073, 
3, 1075, 
0, 1081, 
2, 3065, 
3, 1066, 
0, 1063, 
2, 1069, 
0, 1062, 
3, 7053, 
2, 2921, 
0, 1084, 
2, 1072, 
0, 1082, 
2, 1068, 
0, 1073, 
3, 31029, 
1, 255039, 
2, 2999, 
0, 1081, 
3, 1065, 
1, 1067, 
3, 1062, 
1, 1075, 
0, 15113, 
2, 15157, 
3, 6987, 
0, 1071, 
2, 1076, 
0, 1065, 
3, 7164, 
2, 7078, 
